"species"
"Mikania trinervis"
"Mikania ulei"
"Mikania vauthieriana"
"Mikania viminea"
"Mikania virgata"
"Mikania vismiifolia"
"Mikania vitifolia"
"Mikania warmingii"
"Mikania cordifolia"
"Mikania cynanchifolia"
"Mikania hemisphaerica"
"Mikania lanuginosa"
"Mikania ligustrifolia"
"Mikania micrantha"
"Mikania microptera"
"Mikania oblongifolia"
"Mikania officinalis"
"Mikania ternata"
"Neja filiformis"
"Neja pinifolia"
"Noticastrum calvatum"
"Noticastrum decumbens"
"Noticastrum diffusum"
"Noticastrum gnaphalioides"
"Noticastrum hatschbachii"
"Noticastrum malmei"
"Noticastrum psammophilum"
"Piptocarpha angustifolia"
"Piptocarpha axillaris"
"Piptocarpha brasiliana"
"Piptocarpha densifolia"
"Piptocarpha leprosa"
"Piptocarpha lucida"
"Piptocarpha lundiana"
"Piptocarpha macropoda"
"Piptocarpha notata"
"Piptocarpha oblonga"
"Piptocarpha organensis"
"Piptocarpha pyrifolia"
"Piptocarpha quadrangularis"
"Piptocarpha ramboi"
"Piptocarpha ramiflora"
"Piptocarpha regnellii"
"Piptocarpha riedelii"
"Piptocarpha robusta"
"Piptocarpha sellowii"
"Piptocarpha verticillata"
"Podocoma bellidifolia"
"Podocoma hieraciifolia"
"Podocoma hirsuta"
"Solidago chilensis"
"Sommerfeltia spinulosa"
"Stifftia chrysantha"
"Stifftia fruticosa"
"Stifftia hatschbachii"
"Stifftia parviflora"
"Symphyotrichum squamatum"
"Trichocline catharinensis"
"Trichocline linearifolia"
"Trichocline macrocephala"
"Trichocline speciosa"
"Trichogonia attenuata"
"Trichogonia hirtiflora"
"Trichogonia salviifolia"
"Trichogonia villosa"
"Trichogoniopsis adenantha"
"Trichogoniopsis podocarpa"
"Trixis antimenorrhoea"
"Trixis glaziovii"
"Trixis lessingii"
"Trixis nobilis"
"Trixis praestans"
"Trixis thyrsoidea"
"Trixis vauthieri"
"Trixis verbascifolia"
"Wunderlichia azulensis"
"Wunderlichia insignis"
"Helosis cayanensis"
"Langsdorffia hypogaea"
"Lathrophytum peckoltii"
"Lophophytum pyramidale"
"Lophophytum mirabile"
"Scybalium fungiforme"
"Scybalium glaziovii"
"Anredera cordifolia"
"Anredera tucumanensis"
"Batis maritima"
"Begonia aconitifolia"
"Begonia admirabilis"
"Begonia albidula"
"Begonia altamiroi"
"Begonia angulata"
"Begonia apparicioi"
"Begonia bahiensis"
"Begonia barkleyana"
"Begonia besleriifolia"
"Begonia bidentata"
"Begonia biguassuensis"
"Begonia bonitoensis"
"Begonia boraceiensis"
"Begonia bradei"
"Begonia brevilobata"
"Begonia calvescens"
"Begonia camposportoana"
"Begonia capanemae"
"Begonia caraguatatubensis"
"Begonia catharinensis"
"Begonia collaris"
"Begonia concinna"
"Begonia convolvulacea"
"Begonia cornitepala"
"Begonia crispula"
"Begonia cucullata"
"Begonia curtii"
"Begonia densifolia"
"Begonia dentatiloba"
"Begonia depauperata"
"Begonia descoleana"
"Begonia dietrichiana"
"Begonia digitata"
"Begonia echinosepala"
"Begonia edmundoi"
"Begonia egregia"
"Begonia epibaterium"
"Begonia epipsila"
"Begonia espiritosantensis"
"Begonia fagifolia"
"Begonia fischeri"
"Begonia fluminensis"
"Begonia friburgensis"
"Begonia fruticosa"
"Begonia fulvosetulosa"
"Begonia fuscocaulis"
"Begonia gardneri"
"Begonia garuvae"
"Begonia gehrtii"
"Begonia hammoniae"
"Begonia handroi"
"Begonia herbacea"
"Begonia heringeri"
"Begonia hilariana"
"Begonia hirtella"
"Begonia hispida"
"Begonia hoehneana"
"Begonia hookeriana"
"Begonia huegelii"
"Begonia ibitiocensis"
"Begonia incisoserrata"
"Begonia inconspicua"
"Begonia integerrima"
"Begonia isopterocarpa"
"Begonia itaguassuensis"
"Begonia itatiaiensis"
"Begonia itatinensis"
"Begonia itupavensis"
"Begonia jocelinoi"
"Begonia juliana"
"Begonia jureiensis"
"Begonia konderreisiana"
"Begonia kuhlmannii"
"Begonia lanceolata"
"Begonia lanstyakii"
"Begonia larorum"
"Begonia lineolata"
"Begonia longibarbata"
"Begonia lubbersii"
"Begonia lunaris"
"Begonia luxurians"
"Begonia maculata"
"Begonia magdalenensis"
"Begonia neglecta"
"Begonia neocomensium"
"Begonia novalombardiensis"
"Begonia nuda"
"Begonia obscura"
"Begonia occhionii"
"Begonia odeteiantha"
"Begonia olsoniae"
"Begonia organensis"
"Begonia oxyphylla"
"Begonia paleata"
"Begonia paranaensis"
"Begonia parvistipulata"
"Begonia paulensis"
"Begonia perdusenii"
"Begonia pernambucensis"
"Begonia pickelii"
"Begonia pilgeriana"
"Begonia piresiana"
"Begonia pluvialis"
"Begonia polyandra"
"Begonia polygonifolia"
"Begonia princeps"
"Begonia pseudolubbersii"
"Begonia pulchella"
"Begonia radicans"
"Begonia ramentacea"
"Begonia reniformis"
"Begonia riedelii"
"Begonia rubropilosa"
"Begonia rufosericea"
"Begonia rupium"
"Begonia ruschii"
"Begonia russelliana"
"Begonia salesopolensis"
"Begonia sanguinea"
"Begonia santoslimae"
"Begonia saxifraga"
"Begonia scharffii"
"Begonia semidigitata"
"Begonia semperflorens"
"Begonia serranegrae"
"Begonia solananthera"
"Begonia solitudinis"
"Begonia spinibarbis"
"Begonia squamipes"
"Begonia stenolepis"
"Begonia stenophylla"
"Begonia subacida"
"Begonia subvillosa"
"Begonia sylvatica"
"Begonia toledoana"
"Begonia tomentosa"
"Begonia ulmifolia"
"Begonia undulata"
"Begonia valdensium"
"Begonia venosa"
"Begonia vicina"
"Begonia windischii"
"Berberis laurina"
"Bixa orellana"
"Cochlospermum vitifolium"
"Acanthostachys pitcairnioides"
"Acanthostachys strobilacea"
"Aechmea alba"
"Aechmea alopecurus"
"Aechmea amicorum"
"Aechmea amorimii"
"Aechmea ampla"
"Aechmea andersoniana"
"Aechmea andersonii"
"Aechmea apocalyptica"
"Aechmea aquilega"
"Aechmea araneosa"
"Aechmea atrovittata"
"Aechmea azurea"
"Aechmea bambusoides"
"Aechmea bicolor"
"Aechmea blanchetiana"
"Aechmea blumenavii"
"Aechmea bocainensis"
"Aechmea bromeliifolia"
"Aechmea bruggeri"
"Aechmea burle"
"Aechmea caesia"
"Aechmea calyculata"
"Aechmea canaliculata"
"Aechmea candida"
"Aechmea capixabae"
"Aechmea cariocae"
"Aechmea carvalhoi"
"Aechmea castanea"
"Aechmea castelnavii"
"Aechmea catendensis"
"Aechmea caudata"
"Aechmea cephaloides"
"Aechmea chrysocoma"
"Aechmea coelestis"
"Aechmea comata"
"Aechmea conifera"
"Aechmea constantinii"
"Aechmea correia"
"Aechmea curranii"
"Aechmea cylindrata"
"Aechmea dealbata"
"Aechmea digitata"
"Aechmea discordiae"
"Aechmea disjuncta"
"Aechmea distichantha"
"Aechmea echinata"
"Aechmea emmerichiae"
"Aechmea entringeri"
"Aechmea eurycorymbus"
"Aechmea farinosa"
"Aechmea fasciata"
"Aechmea flavorosea"
"Aechmea floribunda"
"Aechmea fosteriana"
"Aechmea fraudulosa"
"Aechmea froesii"
"Aechmea fulgens"
"Aechmea gamosepala"
"Aechmea glandulosa"
"Aechmea gracilis"
"Aechmea grazielae"
"Aechmea guainumbiorum"
"Aechmea gurkeniana"
"Aechmea incompta"
"Aechmea kertesziae"
"Aechmea kleinii"
"Aechmea lactifera"
"Aechmea laevigata"
"Aechmea lamarchei"
"Aechmea lanata"
"Aechmea leonard"
"Aechmea leptantha"
"Aechmea leucolepis"
"Aechmea linharesii"
"Aechmea lymanii"
"Aechmea maasii"
"Aechmea macrochlamys"
"Aechmea marauensis"
"Aechmea marginalis"
"Aechmea mertensii"
"Aechmea miniata"
"Aechmea mira"
"Aechmea mollis"
"Aechmea mulfordii"
"Aechmea muricata"
"Aechmea mutica"
"Aechmea nudicaulis"
"Aechmea organensis"
"Aechmea orlandiana"
"Aechmea ornata"
"Aechmea paradoxa"
"Aechmea patentissima"
"Aechmea pectinata"
"Aechmea pedicellata"
"Aechmea perforata"
"Aechmea pernambucentris"
"Aechmea phanerophlebia"
"Aechmea pimenti"
"Aechmea pineliana"
"Aechmea podantha"
"Aechmea prava"
"Aechmea purpureorosea"
"Aechmea racinae"
"Aechmea ramosa"
"Aechmea ramusculosa"
"Aechmea recurvata"
"Aechmea roberto"
"Aechmea rubrolilacina"
"Aechmea serragrandensis"
"Aechmea sphaerocephala"
"Aechmea squarrosa"
"Aechmea sucreana"
"Aechmea tomentosa"
"Aechmea triangularis"
"Aechmea triticina"
"Aechmea turbinocalyx"
"Aechmea vanhoutteana"
"Aechmea victoriana"
"Aechmea viridostigma"
"Aechmea warasii"
"Aechmea weberi"
"Aechmea weilbachii"
"Aechmea werdermannii"
"Aechmea winkleri"
"Aechmea wittmackiana"
"Alcantarea benzingii"
"Alcantarea brasiliana"
"Alcantarea burlemarxii"
"Alcantarea distractila"
"Alcantarea extensa"
"Alcantarea farneyi"
"Alcantarea geniculata"
"Alcantarea glaziouana"
"Alcantarea heloisae"
"Alcantarea imperialis"
"Alcantarea nahoumii"
"Alcantarea nevaresii"
"Alcantarea odorata"
"Alcantarea patriae"
"Alcantarea regina"
"Alcantarea robertokautskyi"
"Alcantarea tortuosa"
"Alcantarea turgida"
"Alcantarea vinicolor"
"Ananas ananassoides"
"Ananas bracteatus"
"Ananas fritzmuelleri"
"Araeococcus chlorocarpus"
"Araeococcus montanus"
"Araeococcus nigropurpureus"
"Araeococcus parviflorus"
"Araeococcus sessiliflorus"
"Billbergia alfonsijoannis"
"Billbergia amoena"
"Billbergia bradeana"
"Billbergia brasiliensis"
"Billbergia castelensis"
"Billbergia chlorantha"
"Billbergia distachia"
"Billbergia elegans"
"Billbergia euphemiae"
"Billbergia horrida"
"Billbergia iridifolia"
"Billbergia kautskyana"
"Billbergia laxiflora"
"Billbergia leptopoda"
"Billbergia lietzei"
"Billbergia lymanii"
"Billbergia macracantha"
"Billbergia macrocalyx"
"Billbergia magnifica"
"Billbergia meyeri"
"Billbergia minarum"
"Billbergia morelii"
"Billbergia nana"
"Billbergia nutans"
"Billbergia pohliana"
"Billbergia porteana"
"Billbergia pyramidalis"
"Billbergia reichardtii"
"Billbergia sanderiana"
"Billbergia saundersii"
"Billbergia seidelii"
"Billbergia tweedieana"
"Billbergia vittata"
"Billbergia zebrina"
"Bromelia antiacantha"
"Bromelia balansae"
"Bromelia binotii"
"Bromelia lagopus"
"Canistropsis albiflora"
"Canistropsis billbergioides"
"Canistropsis burchellii"
"Canistropsis correia"
"Canistropsis elata"
"Canistropsis exigua"
"Canistropsis marceloi"
"Canistropsis microps"
"Canistropsis pulcherrima"
"Canistropsis seidelii"
"Canistropsis simulans"
"Canistrum alagoanum"
"Canistrum aurantiacum"
"Canistrum auratum"
"Canistrum camacaense"
"Canistrum fosterianum"
"Canistrum guzmanioides"
"Canistrum improcerum"
"Canistrum lanigerum"
"Canistrum montanum"
"Canistrum pickelii"
"Canistrum sandrae"
"Canistrum seidelianum"
"Canistrum triangulare"
"Catopsis berteroniana"
"Catopsis sessiliflora"
"Cryptanthus acaulis"
"Cryptanthus alagoanus"
"Cryptanthus beuckeri"
"Cryptanthus bibarrensis"
"Cryptanthus bivittatus"
"Cryptanthus bromelioides"
"Cryptanthus capitatus"
"Cryptanthus colnagoi"
"Cryptanthus coriaceus"
"Cryptanthus correia"
"Cryptanthus delicatus"
"Cryptanthus dianae"
"Cryptanthus dorothyae"
"Cryptanthus felixii"
"Cryptanthus giganteus"
"Cryptanthus grazielae"
"Cryptanthus incrassatus"
"Cryptanthus lutherianus"
"Cryptanthus lyman"
"Cryptanthus marginatus"
"Cryptanthus maritimus"
"Cryptanthus pickelii"
"Cryptanthus praetextus"
"Cryptanthus pseudopetiolatus"
"Cryptanthus reisii"
"Cryptanthus reptans"
"Cryptanthus ruthiae"
"Cryptanthus seidelianus"
"Cryptanthus sergipensis"
"Cryptanthus sinuosus"
"Cryptanthus teretifolius"
"Cryptanthus ubairensis"
"Cryptanthus vexatus"
"Cryptanthus zonatus"
"Dyckia agudensis"
"Dyckia bracteata"
"Dyckia brevifolia"
"Dyckia choristaminea"
"Dyckia cinerea"
"Dyckia consimilis"
"Dyckia delicata"
"Dyckia distachya"
"Dyckia dusenii"
"Dyckia encholirioides"
"Dyckia fosteriana"
"Dyckia frigida"
"Dyckia hatschbachii"
"Dyckia ibiramensis"
"Dyckia irmgardiae"
"Dyckia maritima"
"Dyckia martinellii"
"Dyckia microcalyx"
"Dyckia minarum"
"Dyckia monticola"
"Dyckia reitzii"
"Dyckia remotiflora"
"Dyckia saxatilis"
"Dyckia schwackeana"
"Dyckia selloa"
"Dyckia trichostachya"
"Dyckia tuberosa"
"Edmundoa ambigua"
"Edmundoa lindenii"
"Edmundoa perplexa"
"Fernseea bocainensis"
"Fernseea itatiaiae"
"Guzmania lingulata"
"Guzmania sanguinea"
"Hohenbergia augusta"
"Hohenbergia belemii"
"Hohenbergia blanchetii"
"Hohenbergia brachycephala"
"Hohenbergia burle"
"Hohenbergia castellanosii"
"Hohenbergia catingae"
"Hohenbergia correia"
"Hohenbergia flava"
"Hohenbergia hatschbachii"
"Hohenbergia itamarajuensis"
"Hohenbergia lanata"
"Hohenbergia lemei"
"Hohenbergia littoralis"
"Hohenbergia minor"
"Hohenbergia pabstii"
"Hohenbergia ramageana"
"Hohenbergia ridleyi"
"Hohenbergia salzmannii"
"Hohenbergia stellata"
"Hohenbergia utriculosa"
"Lymania alvimii"
"Lymania azurea"
"Lymania brachycaulis"
"Lymania corallina"
"Lymania globosa"
"Lymania languida"
"Lymania marantoides"
"Lymania smithii"
"Lymania spiculata"
"Neoregelia abendrothae"
"Neoregelia ampullacea"
"Neoregelia angustibracteolata"
"Neoregelia angustifolia"
"Neoregelia azevedoi"
"Neoregelia binotii"
"Neoregelia bragarum"
"Neoregelia brevifolia"
"Neoregelia brigadeirensis"
"Neoregelia brownii"
"Neoregelia camorimiana"
"Neoregelia capixaba"
"Neoregelia carcharodon"
"Neoregelia carinata"
"Neoregelia carolinae"
"Neoregelia chlorosticta"
"Neoregelia coimbrae"
"Neoregelia compacta"
"Neoregelia concentrica"
"Neoregelia coriacea"
"Neoregelia correia"
"Neoregelia crispata"
"Neoregelia cruenta"
"Neoregelia cyanea"
"Neoregelia diversifolia"
"Neoregelia doeringiana"
"Neoregelia dungsiana"
"Neoregelia eltoniana"
"Neoregelia farinosa"
"Neoregelia fluminensis"
"Neoregelia fosteriana"
"Neoregelia gavionensis"
"Neoregelia gigas"
"Neoregelia guttata"
"Neoregelia hoehneana"
"Neoregelia ibitipocensis"
"Neoregelia indecora"
"Neoregelia inexspectata"
"Neoregelia johannis"
"Neoregelia kautskyi"
"Neoregelia kerryi"
"Neoregelia kuhlmannii"
"Neoregelia lactea"
"Neoregelia laevis"
"Neoregelia leprosa"
"Neoregelia leucophoea"
"Neoregelia lilliputiana"
"Neoregelia lillyae"
"Neoregelia longipedicellata"
"Neoregelia longisepala"
"Neoregelia lymaniana"
"Neoregelia macahensis"
"Neoregelia macrosepala"
"Neoregelia maculata"
"Neoregelia macwilliamsii"
"Neoregelia magdalenae"
"Neoregelia marmorata"
"Neoregelia martinellii"
"Neoregelia melanodonta"
"Neoregelia menescalii"
"Neoregelia nevaresii"
"Neoregelia nivea"
"Neoregelia odorata"
"Neoregelia olens"
"Neoregelia oligantha"
"Neoregelia pascoaliana"
"Neoregelia pauciflora"
"Neoregelia paulistana"
"Neoregelia pernambucana"
"Neoregelia petropolitana"
"Neoregelia pineliana"
"Neoregelia pontualii"
"Neoregelia princeps"
"Neoregelia punctatissima"
"Neoregelia richteri"
"Neoregelia roethii"
"Neoregelia rubrifolia"
"Neoregelia rubrovittata"
"Neoregelia ruschii"
"Neoregelia sanguinea"
"Neoregelia sapiatibensis"
"Neoregelia sarmentosa"
"Neoregelia seideliana"
"Neoregelia silvomontana"
"Neoregelia simulans"
"Neoregelia smithii"
"Neoregelia spectabilis"
"Neoregelia tenebrosa"
"Neoregelia tigrina"
"Neoregelia tristis"
"Neoregelia uleana"
"Neoregelia wilsoniana"
"Neoregelia zaslawskyi"
"Neoregelia zonata"
"Nidularium albiflorum"
"Nidularium altimontanum"
"Nidularium alvimii"
"Nidularium amazonicum"
"Nidularium amorimii"
"Nidularium angustibracteatum"
"Nidularium angustifolium"
"Nidularium antoineanum"
"Nidularium apiculatum"
"Nidularium atalaiaense"
"Nidularium azureum"
"Nidularium bicolor"
"Nidularium bocainense"
"Nidularium campo"
"Nidularium camposportoi"
"Nidularium cariacicaense"
"Nidularium catarinense"
"Nidularium corallinum"
"Nidularium espiritosantense"
"Nidularium ferdinandocoburgii"
"Nidularium ferrugineum"
"Nidularium fradense"
"Nidularium fulgens"
"Nidularium itatiaiae"
"Nidularium jonesianum"
"Nidularium kautskyanum"
"Nidularium linehamii"
"Nidularium longiflorum"
"Nidularium mangaratibense"
"Nidularium marigoi"
"Nidularium minutum"
"Nidularium organense"
"Nidularium picinguabense"
"Nidularium procerum"
"Nidularium purpureum"
"Nidularium rosulatum"
"Nidularium rubens"
"Nidularium rutilans"
"Nidularium scheremetiewii"
"Nidularium serratum"
"Nidularium utriculosum"
"Nidularium viridipetalum"
"Orthophytum alvimii"
"Orthophytum atalaiense"
"Orthophytum disjunctum"
"Orthophytum duartei"
"Orthophytum estevesii"
"Orthophytum falconii"
"Orthophytum foliosum"
"Orthophytum fosterianum"
"Orthophytum glabrum"
"Orthophytum grossiorum"
"Orthophytum gurkenii"
"Orthophytum horridum"
"Orthophytum lanuginosum"
"Orthophytum leprosum"
"Orthophytum magalhaesii"
"Orthophytum pseudovagans"
"Orthophytum saxicola"
"Orthophytum striatifolium"
"Orthophytum sucrei"
"Orthophytum vagans"
"Orthophytum zanonii"
"Pitcairnia albiflos"
"Pitcairnia azouryi"
"Pitcairnia burlemarxii"
"Pitcairnia carinata"
"Pitcairnia corcovadensis"
"Pitcairnia curvidens"
"Pitcairnia decidua"
"Pitcairnia encholirioides"
"Pitcairnia flammea"
"Pitcairnia glaziovii"
"Pitcairnia insularis"
"Pitcairnia nortefluminensis"
"Pitcairnia staminea"
"Pitcairnia wendtiae"
"Portea alatisepala"
"Portea filifera"
"Portea fosteriana"
"Portea grandiflora"
"Portea kermesina"
"Portea nana"
"Portea petropolitana"
"Portea silveirae"
"Pseudananas sagenarius"
"Quesnelia arvensis"
"Quesnelia augusto"
"Quesnelia dubia"
"Quesnelia humilis"
"Quesnelia imbricata"
"Quesnelia indecora"
"Quesnelia lateralis"
"Quesnelia liboniana"
"Quesnelia marmorata"
"Quesnelia quesneliana"
"Quesnelia seideliana"
"Quesnelia strobilispica"
"Quesnelia testudo"
"Quesnelia violacea"
"Racinaea aerisincola"
"Racinaea spiculosa"
"Ronnbergia brasiliensis"
"Ronnbergia carvalhoi"
"Ronnbergia neoregelioides"
"Ronnbergia silvana"
"Tillandsia aeranthos"
"Tillandsia afonsoana"
"Tillandsia araujei"
"Tillandsia bergeri"
"Tillandsia brachyphylla"
"Tillandsia bulbosa"
"Tillandsia carminea"
"Tillandsia crocata"
"Tillandsia didisticha"
"Tillandsia dura"
"Tillandsia eltoniana"
"Tillandsia gardneri"
"Tillandsia geminiflora"
"Tillandsia globosa"
"Tillandsia grazielae"
"Tillandsia itaubensis"
"Tillandsia jonesii"
"Tillandsia juncea"
"Tillandsia kautskyi"
"Tillandsia kegeliana"
"Tillandsia leonamiana"
"Tillandsia linearis"
"Tillandsia loliacea"
"Tillandsia lorentziana"
"Tillandsia mallemontii"
"Tillandsia neglecta"
"Tillandsia nuptialis"
"Tillandsia organensis"
"Tillandsia paraensis"
"Tillandsia pohliana"
"Tillandsia polystachia"
"Tillandsia pruinosa"
"Tillandsia reclinata"
"Tillandsia recurvata"
"Tillandsia recurvifolia"
"Tillandsia seideliana"
"Tillandsia sprengeliana"
"Tillandsia streptocarpa"
"Tillandsia stricta"
"Tillandsia sucrei"
"Tillandsia tenuifolia"
"Tillandsia toropiensis"
"Tillandsia tricholepis"
"Tillandsia usneoides"
"Tillandsia xiphioides"
"Vriesea agostiniana"
"Vriesea altimontana"
"Vriesea altodaserrae"
"Vriesea altomacaensis"
"Vriesea amethystina"
"Vriesea arachnoidea"
"Vriesea atra"
"Vriesea atropurpurea"
"Vriesea barbosae"
"Vriesea barilletii"
"Vriesea biguassuensis"
"Vriesea bituminosa"
"Vriesea blackburniana"
"Vriesea bleherae"
"Vriesea botafogensis"
"Vriesea breviscapa"
"Vriesea brusquensis"
"Vriesea cacuminis"
"Vriesea calimaniana"
"Vriesea capixabae"
"Vriesea carinata"
"Vriesea cearensis"
"Vriesea colnagoi"
"Vriesea corcovadensis"
"Vriesea correia"
"Vriesea crassa"
"Vriesea debilis"
"Vriesea declinata"
"Vriesea delicatula"
"Vriesea dictyographa"
"Vriesea drepanocarpa"
"Vriesea duvaliana"
"Vriesea eltoniana"
"Vriesea ensiformis"
"Vriesea erythrodactylon"
"Vriesea fenestralis"
"Vriesea fidelensis"
"Vriesea flammea"
"Vriesea fluminensis"
"Vriesea fontourae"
"Vriesea fosteriana"
"Vriesea fradensis"
"Vriesea freicanecana"
"Vriesea friburgensis"
"Vriesea garlippiana"
"Vriesea gigantea"
"Vriesea gracilior"
"Vriesea gradata"
"Vriesea grandiflora"
"Vriesea guttata"
"Vriesea heterostachys"
"Vriesea hieroglyphica"
"Vriesea hoehneana"
"Vriesea hydrophora"
"Vriesea incurvata"
"Vriesea inflata"
"Vriesea interrogatoria"
"Vriesea itatiaiae"
"Vriesea jonesiana"
"Vriesea jonghei"
"Vriesea kautskyana"
"Vriesea languida"
"Vriesea leptantha"
"Vriesea lidicensis"
"Vriesea linharesiae"
"Vriesea longicaulis"
"Vriesea longiscapa"
"Vriesea lubbersii"
"Vriesea menescalii"
"Vriesea michaelii"
"Vriesea minarum"
"Vriesea minor"
"Vriesea minuta"
"Vriesea modesta"
"Vriesea mollis"
"Vriesea morrenii"
"Vriesea muelleri"
"Vriesea neoglutinosa"
"Vriesea noblickii"
"Vriesea pabstii"
"Vriesea paradoxa"
"Vriesea paraibica"
"Vriesea paratiensis"
"Vriesea pardalina"
"Vriesea parviflora"
"Vriesea parvula"
"Vriesea pastuchoffiana"
"Vriesea pauciflora"
"Vriesea pauperrima"
"Vriesea penduliflora"
"Vriesea pereirae"
"Vriesea philippocoburgii"
"Vriesea pinottii"
"Vriesea platynema"
"Vriesea platzmannii"
"Vriesea poenulata"
"Vriesea procera"
"Vriesea pseudoatra"
"Vriesea psittacina"
"Vriesea punctulata"
"Vriesea racinae"
"Vriesea rafaelii"
"Vriesea rastrensis"
"Vriesea rectifolia"
"Vriesea recurvata"
"Vriesea regnellii"
"Vriesea reitzii"
"Vriesea repandostachys"
"Vriesea revoluta"
"Vriesea rhodostachys"
"Vriesea roberto"
"Vriesea rodigasiana"
"Vriesea roethii"
"Vriesea rubyae"
"Vriesea ruschii"
"Vriesea saundersii"
"Vriesea sazimae"
"Vriesea scalaris"
"Vriesea sceptrum"
"Vriesea schunkii"
"Vriesea schwackeana"
"Vriesea secundiflora"
"Vriesea seideliana"
"Vriesea serrana"
"Vriesea silvana"
"Vriesea simplex"
"Vriesea sucrei"
"Vriesea taritubensis"
"Vriesea thyrsoidea"
"Vriesea tijucana"
"Vriesea triangularis"
"Vriesea triligulata"
"Vriesea unilateralis"
"Vriesea vagans"
"Vriesea vellozicola"
"Vriesea vidalii"
"Vriesea vulpinoidea"
"Vriesea warmingii"
"Vriesea wawranea"
"Vriesea weberi"
"Vriesea zonata"
"Wittrockia cyathiformis"
"Wittrockia gigantea"
"Wittrockia paulistana"
"Wittrockia spiralipetala"
"Wittrockia superba"
"Wittrockia tenuisepala"
"Protium aracouchini"
"Protium bahianum"
"Protium brasiliense"
"Protium glaziovii"
"Protium heptaphyllum"
